                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                 1.6029,                 0.7859,                0.84622,                  0.855,                0.90957,                0.93601,                0.50205,                 1.7349,                 1.5935,                0.85648,             0.00050262,             0.00050262,             0.00050262
                     49,                 1.6788,                0.78877,                0.84089,                0.85667,                0.91135,                 0.9391,                0.53119,                 1.7099,                 1.4932,                0.85992,             0.00050381,             0.00050381,             0.00050381
                     50,                 1.5788,                 0.7617,                 0.8405,                0.85667,                0.91135,                 0.9391,                0.53119,                 1.7099,                 1.4932,                0.85992,              0.0005046,              0.0005046,              0.0005046
                     51,                 1.7174,                0.79501,                0.84233,                0.85667,                0.91135,                0.93663,                0.53945,                 1.6808,                 1.4568,                 0.8562,               0.000505,               0.000505,               0.000505
                     52,                 1.7896,                0.80472,                0.84265,                0.85667,                0.91135,                0.93663,                0.53945,                 1.6808,                 1.4568,                 0.8562,               0.000505,               0.000505,               0.000505
                     53,                 1.5769,                0.76869,                0.84499,                0.85667,                0.91135,                0.93663,                0.53945,                 1.6808,                 1.4568,                 0.8562,             0.00050461,             0.00050461,             0.00050461
                     54,                 2.1832,                0.91837,                0.85846,                   0.86,                0.91489,                0.93452,                0.52889,                 1.6548,                 1.4438,                0.84748,             0.00050382,             0.00050382,             0.00050382
                     55,                 1.8221,                0.82423,                0.83754,                   0.86,                0.91489,                0.93452,                0.52889,                 1.6548,                 1.4438,                0.84748,             0.00050263,             0.00050263,             0.00050263
                     56,                 1.5886,                0.83531,                0.85597,                   0.86,                0.91489,                0.93452,                0.52889,                 1.6548,                 1.4438,                0.84748,             0.00050105,             0.00050105,             0.00050105
                     57,                 1.5668,                0.74313,                0.83751,                  0.875,                0.93085,                0.95113,                0.51643,                 1.6754,                  1.428,                0.84565,             0.00049907,             0.00049907,             0.00049907
                     58,                  1.805,                0.83092,                0.83027,                  0.875,                0.93085,                0.95113,                0.51643,                 1.6754,                  1.428,                0.84565,              0.0004967,              0.0004967,              0.0004967
                     59,                 1.5625,                0.77293,                0.83836,                  0.875,                0.93085,                0.95113,                0.51643,                 1.6754,                  1.428,                0.84565,             0.00049393,             0.00049393,             0.00049393
                     60,                 1.5844,                0.75956,                0.83571,                0.88167,                0.93794,                0.95722,                0.52049,                 1.6621,                 1.3999,                0.84445,             0.00049076,             0.00049076,             0.00049076
                     61,                 1.6316,                0.76857,                0.83894,                0.88167,                0.93794,                0.95722,                0.52049,                 1.6621,                 1.3999,                0.84445,              0.0004872,              0.0004872,              0.0004872
                     62,                 1.5938,                 0.8214,                0.83469,                0.88167,                0.93794,                0.95722,                0.52049,                 1.6621,                 1.3999,                0.84445,             0.00048324,             0.00048324,             0.00048324
                     63,                 1.7234,                0.79093,                0.83262,                  0.885,                0.94149,                0.95914,                0.54608,                 1.6107,                 1.3388,                0.84464,             0.00047889,             0.00047889,             0.00047889
                     64,                 1.9515,                0.87032,                0.84547,                  0.885,                0.94149,                0.95914,                0.54608,                 1.6107,                 1.3388,                0.84464,             0.00047414,             0.00047414,             0.00047414
                     65,                 1.7951,                0.77109,                0.84541,                  0.885,                0.94149,                0.95914,                0.54608,                 1.6107,                 1.3388,                0.84464,             0.00046899,             0.00046899,             0.00046899
                     66,                 1.5815,                0.80615,                0.84368,                  0.885,                0.94149,                0.95908,                0.55407,                 1.5967,                 1.3306,                0.84491,             0.00046345,             0.00046345,             0.00046345
                     67,                 1.4974,                0.75484,                0.82774,                  0.885,                0.94149,                0.95908,                0.55407,                 1.5967,                 1.3306,                0.84491,             0.00045751,             0.00045751,             0.00045751
                     68,                 1.8864,                 0.8024,                0.84681,                  0.885,                0.94149,                0.95908,                0.55407,                 1.5967,                 1.3306,                0.84491,             0.00045118,             0.00045118,             0.00045118
                     69,                 1.9654,                0.83336,                0.85427,                  0.885,                0.94149,                 0.9592,                0.52259,                 1.6494,                  1.363,                0.84648,             0.00044445,             0.00044445,             0.00044445
                     70,                 1.5692,                0.74265,                0.84092,                  0.885,                0.94149,                 0.9592,                0.52259,                 1.6494,                  1.363,                0.84648,             0.00043732,             0.00043732,             0.00043732
                     71,                 1.5046,                0.74327,                0.82639,                  0.885,                0.94149,                 0.9592,                0.52259,                 1.6494,                  1.363,                0.84648,              0.0004298,              0.0004298,              0.0004298
                     72,                 1.6047,                0.82573,                0.84412,                0.88833,                0.94504,                0.96181,                0.52887,                  1.626,                 1.3344,                0.84519,             0.00042188,             0.00042188,             0.00042188
                     73,                 1.4649,                0.72316,                0.83485,                0.88833,                0.94504,                0.96181,                0.52887,                  1.626,                 1.3344,                0.84519,             0.00041357,             0.00041357,             0.00041357
                     74,                 1.7894,                0.81219,                0.84669,                0.88833,                0.94504,                0.96181,                0.52887,                  1.626,                 1.3344,                0.84519,             0.00040486,             0.00040486,             0.00040486
                     75,                  1.781,                0.80415,                0.83542,                0.91109,                0.93972,                0.95805,                0.54308,                 1.5887,                 1.2848,                 0.8437,             0.00039575,             0.00039575,             0.00039575
                     76,                 1.6579,                0.82346,                0.87198,                0.91109,                0.93972,                0.95805,                0.54308,                 1.5887,                 1.2848,                 0.8437,             0.00038625,             0.00038625,             0.00038625
                     77,                 1.6266,                0.75686,                0.83289,                0.91109,                0.93972,                0.95805,                0.54308,                 1.5887,                 1.2848,                 0.8437,             0.00037635,             0.00037635,             0.00037635
                     78,                 1.6755,                0.77818,                 0.8507,                0.92387,                0.93794,                0.95722,                0.55225,                 1.6029,                 1.1951,                0.84657,             0.00036606,             0.00036606,             0.00036606
                     79,                 1.4673,                 0.7425,                0.83878,                0.92387,                0.93794,                0.95722,                0.55225,                 1.6029,                 1.1951,                0.84657,             0.00035537,             0.00035537,             0.00035537
                     80,                 1.4772,                0.72847,                0.82957,                0.92387,                0.93794,                0.95722,                0.55225,                 1.6029,                 1.1951,                0.84657,             0.00034428,             0.00034428,             0.00034428
                     81,                 1.4528,                0.73472,                0.84087,                0.91752,                0.92702,                0.94879,                0.52707,                 1.7338,                 1.0968,                 0.8652,              0.0003328,              0.0003328,              0.0003328
                     82,                 1.7361,                0.77756,                0.85586,                0.91752,                0.92702,                0.94879,                0.52707,                 1.7338,                 1.0968,                 0.8652,             0.00032092,             0.00032092,             0.00032092
                     83,                 1.4322,                0.71962,                 0.8407,                0.91752,                0.92702,                0.94879,                0.52707,                 1.7338,                 1.0968,                 0.8652,             0.00030865,             0.00030865,             0.00030865
                     84,                 1.9494,                 0.8298,                0.84984,                0.92825,                0.91758,                0.94527,                0.51681,                 1.7791,                 1.0444,                0.87181,             0.00029598,             0.00029598,             0.00029598
                     85,                 1.7505,                0.76342,                0.85543,                0.92825,                0.91758,                0.94527,                0.51681,                 1.7791,                 1.0444,                0.87181,             0.00028291,             0.00028291,             0.00028291
                     86,                 1.6189,                0.74296,                0.85178,                0.92825,                0.91758,                0.94527,                0.51681,                 1.7791,                 1.0444,                0.87181,             0.00026945,             0.00026945,             0.00026945
                     87,                 1.7636,                0.77254,                0.84967,                0.92825,                0.91758,                0.94527,                0.51681,                 1.7791,                 1.0444,                0.87181,             0.00025559,             0.00025559,             0.00025559
                     88,                 2.1163,                0.84855,                0.86061,                0.93431,                0.92376,                0.95038,                0.53785,                 1.6961,                 1.0147,                0.86188,             0.00024134,             0.00024134,             0.00024134
                     89,                 1.8825,                0.81845,                0.83532,                0.93431,                0.92376,                0.95038,                0.53785,                 1.6961,                 1.0147,                0.86188,             0.00022669,             0.00022669,             0.00022669
                     90,                 1.6487,                0.74156,                0.84865,                0.93431,                0.92376,                0.95038,                0.53785,                 1.6961,                 1.0147,                0.86188,             0.00021164,             0.00021164,             0.00021164
                     91,                  1.668,                0.79031,                0.85012,                0.93431,                0.92376,                0.95038,                0.53785,                 1.6961,                 1.0147,                0.86188,              0.0001962,              0.0001962,              0.0001962
                     92,                 1.5795,                 0.7604,                 0.8686,                0.94313,                0.93617,                0.95881,                0.57066,                  1.557,                0.99666,                0.84606,             0.00018036,             0.00018036,             0.00018036
                     93,                 1.5529,                0.76333,                0.84499,                0.94313,                0.93617,                0.95881,                0.57066,                  1.557,                0.99666,                0.84606,             0.00016413,             0.00016413,             0.00016413
                     94,                 1.5803,                0.77289,                0.84519,                0.94313,                0.93617,                0.95881,                0.57066,                  1.557,                0.99666,                0.84606,              0.0001475,              0.0001475,              0.0001475
                     95,                 1.6199,                0.78262,                0.84937,                0.94313,                0.93617,                0.95881,                0.57066,                  1.557,                0.99666,                0.84606,             0.00013047,             0.00013047,             0.00013047
                     96,                 1.5356,                0.75614,                0.85777,                0.94739,                0.94149,                0.96174,                 0.5872,                 1.4884,                0.96854,                0.83831,             0.00011305,             0.00011305,             0.00011305
                     97,                 1.5319,                0.77993,                0.83851,                0.94739,                0.94149,                0.96174,                 0.5872,                 1.4884,                0.96854,                0.83831,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                  1.554,                0.76528,                0.86175,                0.94739,                0.94149,                0.96174,                 0.5872,                 1.4884,                0.96854,                0.83831,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                 1.5434,                0.76874,                0.83707,                0.94739,                0.94149,                0.96174,                 0.5872,                 1.4884,                0.96854,                0.83831,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                 1.8358,                0.93312,                0.85576,                0.95086,                0.94681,                0.96534,                0.59648,                 1.4683,                0.92847,                0.83594,             3.9402e-05,             3.9402e-05,             3.9402e-05
